p_val avg_log2FC pct.1 pct.2 p_val_adj
CALN1 5.40502168758566e-08 -0.352660236454048 0.195 0.295 0.00197758933505384
CSMD2 5.83603086021425e-08 -0.241153601552412 0.184 0.29 0.00213528697113519
ITPK1 5.99885858320453e-08 -0.173612963587743 0.149 0.284 0.00219486237842287
NDRG4 6.32047875894991e-08 -0.436110919076444 0.248 0.362 0.00231253676832459
SLC35F3 7.08069823193649e-08 -0.356340777940408 0.191 0.294 0.00259068586910092
ARPP21 7.38300615080713e-08 -0.487612977962759 0.247 0.322 0.00270129429045731
RANBP2 7.85247874129117e-08 -0.34227822229087 0.153 0.28 0.00287306492186361
MAP4K4 8.22968080218876e-08 0.603102727559331 0.567 0.62 0.00301107561190482
GALNT17 8.96748073557615e-08 -0.404126249710252 0.313 0.393 0.0032810218515326
SNTG1 9.08301602221599e-08 -0.315393189479104 0.327 0.419 0.00332329390220839
RTN1 9.52260901693685e-08 -0.160178437511926 0.403 0.526 0.00348413218711685
ADGRL2 9.67894803433711e-08 -0.408288857596594 0.265 0.36 0.00354133350680326
AHCYL1 9.68150815430872e-08 -0.323376404849324 0.185 0.321 0.00354227020349847
MAN2A1 9.97607491776281e-08 0.568892183191537 0.491 0.516 0.00365004629091106
PUM3 1.005638008578e-07 -0.198078833781275 0.159 0.289 0.00367942834578517
CNTN5 1.01482978941241e-07 -0.408484196795068 0.265 0.351 0.00371305923350214
IRS2 1.02144893337006e-07 -0.33097450104268 0.136 0.257 0.00373727735741437
PLXNA4 1.04956688495897e-07 -0.505110878915393 0.183 0.27 0.00384015531868789
C11orf80 1.06134931737265e-07 -0.36738211675779 0.143 0.25 0.00388326488240304
HCN1 1.07863731254032e-07 -0.327535190425316 0.282 0.372 0.00394651819912253
HULC 1.11251609701308e-07 -0.299872298461776 0.182 0.295 0.00407047389575146
GABRG2 1.13110581846031e-07 -0.357899374097975 0.208 0.31 0.00413848996858257
FRMD5 1.17241780767867e-07 0.282248407853838 0.622 0.605 0.00428964227473473
SPRY4-AS1 1.27755928283619e-07 -0.332288985481507 0.195 0.301 0.00467433390404105
ST6GALNAC3 1.33518035716316e-07 -0.309325877240038 0.3 0.426 0.00488515789078856
PAK1 1.39937712279633e-07 -0.255339150725177 0.23 0.345 0.00512004101688721
ST8SIA5 1.41007209671086e-07 -0.349983707046208 0.169 0.274 0.00515917178744569
MSH2 1.42195888470377e-07 -0.169004649530767 0.124 0.251 0.00520266316735415
SLC6A17 1.44773871579386e-07 -0.410814787007626 0.164 0.27 0.00529698641334658
ADD2 1.55355456541729e-07 -0.385394596979712 0.173 0.282 0.00568414544394877
ST8SIA1 1.5982391644857e-07 -0.334915419593317 0.167 0.269 0.00584763745502027
CAMK2N1 1.68030954571015e-07 -0.214031189632706 0.271 0.428 0.00614791656584428
PARP8 1.72756832092114e-07 -0.377461681747842 0.181 0.286 0.00632082697258627
N4BP2L2 1.77275772221132e-07 0.632353790544151 0.518 0.566 0.00648616595402679
REEP5 1.96214398141871e-07 -0.337492601021837 0.158 0.278 0.00717909239921478
UBE2O 1.97887508112673e-07 -0.308622592106569 0.131 0.251 0.00724030814682647
KPNA6 2.00672250453864e-07 -0.231854251024638 0.153 0.289 0.00734219629960599
RHEB 2.0330331409024e-07 -0.181148977956281 0.168 0.305 0.00743846165593369
SV2A 2.06717555521705e-07 -0.346939705160096 0.2 0.314 0.00756338192142815
PRKG1 2.13235825227612e-07 -0.419077904125031 0.335 0.412 0.00780187237342787
GRIP1 2.13354833433538e-07 -0.327211256476663 0.294 0.377 0.0078062266456663
KCNH7 2.24014815805121e-07 -0.375406192078316 0.234 0.32 0.00819625408067777
ELAVL4 2.29335541048502e-07 -0.475505292652275 0.229 0.323 0.00839092877588261
C10orf90 2.38060170884597e-07 0.524842206790401 0.268 0.228 0.00871014553232565
PRKAA2 2.48709935534304e-07 -0.223620450525823 0.159 0.276 0.00909979912132913
ARHGEF3 2.61466573863925e-07 -0.236394092468285 0.175 0.299 0.0095665390045333
AC068587.4 2.6309497411515e-07 0.710681148367463 0.258 0.271 0.00962611891292512
NCEH1 2.69257858089026e-07 -0.474254154249094 0.146 0.251 0.00985160651176128
ABL2 2.71088745115359e-07 -0.179380404056866 0.175 0.312 0.00991859500628076
ST6GALNAC5 2.80778527562825e-07 -0.469717545369088 0.199 0.28 0.0102731247664686
SNX27 2.86423147814158e-07 -0.191614194895703 0.152 0.285 0.0104796501322244
ADAM17 2.89176102459681e-07 -0.162508326858115 0.124 0.252 0.0105803752367948
GLUD1 3.00163860845518e-07 -0.215860495659167 0.17 0.313 0.0109823953406158
UQCRC2 3.14961755148061e-07 -0.256542660053714 0.132 0.256 0.0115238206973573
MAP4K3-DT 3.38100370961721e-07 -0.310490293319821 0.202 0.311 0.0123704163727475
TRAF3 3.39618639931881e-07 -0.224163970596879 0.158 0.279 0.0124259667978277
EXT2 3.46471335481046e-07 -0.165583970246142 0.134 0.261 0.0126766932225805
NCOA3 3.49977029252243e-07 -0.155706153035201 0.136 0.266 0.0128049595462811
BRINP1 3.6338005587603e-07 -0.2955619322664 0.238 0.345 0.0132953494843922
KSR2 3.86105293455742e-07 -0.255642631658776 0.234 0.325 0.0141268204769587
GRM7 4.0199326106653e-07 -0.452133998913086 0.279 0.361 0.0147081294359022
ANKS1B 4.41666006148261e-07 -0.162658153386726 0.616 0.714 0.0161596758329526
CHIC1 4.43446123900661e-07 -0.165632329594007 0.125 0.254 0.0162248067812774
ARHGAP44 4.43793380376996e-07 -0.223729136346818 0.234 0.336 0.0162375122012335
LMTK2 4.59841944510949e-07 -0.176736734824322 0.176 0.301 0.0168246970657666
HS6ST3 4.75748064513173e-07 -0.40493044613013 0.247 0.334 0.017406670184408
ABCC5 4.82945369313461e-07 -0.241842338464145 0.179 0.301 0.0176700051724409
SYNJ2 4.8568880971716e-07 0.659049326668682 0.262 0.264 0.0177703821699314
KLHL29 5.11280708509409e-07 -0.326395945413365 0.161 0.259 0.0187067385629422
RAD51B 5.95905488204792e-07 -0.239111446016469 0.18 0.292 0.0218029900024369
TMTC1 6.01076365771771e-07 -0.332120196707536 0.163 0.261 0.0219921820708575
DNAJB2 6.29649596470046e-07 0.891577060446578 0.21 0.253 0.0230376194356461
GRIN2A 6.5555437892275e-07 -0.337976381274167 0.352 0.438 0.0239854236160256
SULT4A1 7.20475443489137e-07 -0.468939976352026 0.152 0.259 0.0263607555263805
SON 7.5656756385253e-07 -0.151199039317788 0.182 0.321 0.0276812940262363
CHSY3 8.00617695373744e-07 -0.339051976921928 0.269 0.351 0.0292930002383345
KIAA1671 9.16873794555981e-07 -0.337221911591384 0.139 0.25 0.0335465783952142
TP53BP1 1.12474578130027e-06 -0.194390728638361 0.17 0.297 0.0411521986462143
CAMK2A 1.16261948443112e-06 -0.367930242103439 0.268 0.38 0.0425379216963659
PDE1A 1.1880705610321e-06 -0.366262076849129 0.336 0.415 0.0434691256870424
QDPR 1.21386331226243e-06 0.724672030376689 0.268 0.304 0.0444128308690577
THSD7A 1.22166693480267e-06 -0.362602565910791 0.16 0.253 0.0446983498105601
NETO1 1.26362103556495e-06 -0.432437271356022 0.185 0.265 0.0462333664492503
PLXDC2 1.29145224573257e-06 -0.538971269049453 0.31 0.414 0.0472516547668631
KCTD1 1.3039151230447e-06 -0.277964425896305 0.183 0.288 0.0477076465219594
CDH18 1.38010431868016e-06 -0.356400884534865 0.251 0.339 0.0504952568118698
MTUS2 1.41527421948687e-06 -0.336783366377595 0.261 0.335 0.0517820531425855
CACNG3 1.42523550735744e-06 -0.401815528672671 0.17 0.259 0.0521465167431941
GNB5 1.44907575158906e-06 -0.332069850005512 0.15 0.254 0.0530187835991406
SDK1 1.51698623938937e-06 -0.436034138381945 0.175 0.264 0.0555034925267782
WNK2 1.54532824194275e-06 -0.251309242333098 0.185 0.296 0.0565404697162015
FAM135B 1.6427034667368e-06 -0.150033898590299 0.207 0.31 0.0601032344409661
DGCR9 1.73079814400405e-06 -0.34709885605699 0.16 0.26 0.0633264424928202
PRICKLE1 1.77307422455597e-06 -0.3832985907466 0.191 0.282 0.0648732397280538
PKD1 1.84730030347955e-06 0.686061868407344 0.257 0.295 0.0675890235037097
ELAVL2 1.90016250996425e-06 -0.328301917488455 0.211 0.302 0.0695231459145722
LRRTM3 1.97512943264078e-06 0.600684464277586 0.404 0.402 0.0722660356814609
STXBP5L 1.98896837553453e-06 -0.161766690852894 0.32 0.417 0.0727723749240575
LDB2 2.04836243207058e-06 -0.328664295017588 0.268 0.354 0.0749454846645985
SLC9A6 2.21207055909271e-06 -0.312251940946126 0.134 0.251 0.0809352376160842
MAGED1 2.31108359378273e-06 -0.154765929796205 0.212 0.336 0.0845579265293225
KCNC2 2.43672241527517e-06 -0.398391626188386 0.29 0.362 0.0891547997300878
ENC1 2.52394487085135e-06 -0.82350960759944 0.214 0.295 0.0923460949347092
SHC3 2.56082931546179e-06 -0.27259092999927 0.198 0.299 0.0936956229941161
CADPS 2.6616244967795e-06 -0.191605566098109 0.365 0.458 0.0973835170881683
THY1 3.1957534965437e-06 -0.459500875479385 0.216 0.322 0.116926228931541
MMP16 3.56232063424633e-06 -0.274760880837639 0.243 0.334 0.130338187365805
SLIT2 3.56397918978957e-06 -0.334129786797782 0.178 0.257 0.130398870596021
ZNF280D 5.04769318430093e-06 0.159168399970888 0.254 0.42 0.184684998227203
SLC9A9 5.87867125117115e-06 -0.209572806507707 0.223 0.338 0.21508882373785
MEG8 6.23086267999524e-06 -0.303097854528477 0.274 0.349 0.227974803735666
SNCB 6.39807997427806e-06 -0.345555648450084 0.184 0.282 0.234092950098886
DENND1B 6.43549316625966e-06 -0.204843064219136 0.141 0.25 0.235461823967108
ATE1 7.16131658045583e-06 0.174487174703634 0.225 0.382 0.262018251045718
FMN1 8.10732790384301e-06 -0.320726501025988 0.235 0.318 0.296630913345808
AP3S1 8.18110829661509e-06 -0.201188758296265 0.158 0.278 0.299330390356553
NLGN1 8.59435194111281e-06 -0.246743395219431 0.545 0.618 0.314450148821435
BSG 8.71397922695114e-06 -0.150680788877894 0.203 0.331 0.318827071955688
SVOP 9.33432816587227e-06 -0.251803668987632 0.16 0.258 0.341524398932935
GRIN1 9.57583067120888e-06 -0.287077093196919 0.285 0.385 0.35036049259819
SPAG16 1.01071122440985e-05 -0.207885923375972 0.218 0.322 0.369799022787075
ZFHX3 1.01858496664435e-05 -0.291608673679406 0.191 0.289 0.372679867595833
SRRM3 1.05783717510069e-05 -0.244949104078077 0.203 0.29 0.387041465625842
MICAL2 1.3449566114877e-05 -0.27976334648532 0.209 0.295 0.492092725011121
CRB1 1.35125284625866e-05 -0.184053817691478 0.158 0.264 0.49439639138912
WDR59 1.42512509569446e-05 0.158650007438519 0.146 0.294 0.521424770012691
SEZ6L 1.52026392062365e-05 -0.414260274879191 0.184 0.262 0.55623416327778
DMXL1 1.54891462820734e-05 0.160073382461018 0.245 0.397 0.566716884168503
ERC2 1.55965923566662e-05 -0.229334340520854 0.347 0.432 0.570648121145704
AFF3 1.64386072857144e-05 -0.173232898837334 0.323 0.414 0.60145576336972
PTMA 1.70021524762887e-05 0.624280230156178 0.37 0.434 0.622074754802451
GABRG3 1.73530767649717e-05 -0.348769160179218 0.279 0.341 0.634914372676785
HECW1 1.77646959307141e-05 -0.298430848720646 0.239 0.318 0.649974694712969
PFKFB3 1.81898359947436e-05 -0.239018659494545 0.139 0.251 0.66552971937568
SORBS2 1.84607621275436e-05 -0.17695303701026 0.272 0.367 0.675442364722565
ROBO1 1.854243992964e-05 -0.245579882268984 0.348 0.44 0.678430792145668
RPL15 2.21797581546377e-05 0.671846258154104 0.223 0.252 0.811512991361885
KIF5A 2.39218383405789e-05 -0.340451808549455 0.152 0.256 0.875252221205102
CHD5 2.4651081444131e-05 -0.305169221379172 0.159 0.268 0.901933767877867
UNC5C 2.66000008805734e-05 0.308610541109924 0.552 0.559 0.973240832218421
RICTOR 2.79480907591911e-05 0.182398022535749 0.278 0.436 1
SLC17A7 3.05778763445665e-05 -0.609545581464462 0.204 0.264 1
YWHAH 3.07988486186398e-05 -0.233795374051037 0.188 0.294 1
RHOBTB3 3.11941865296289e-05 -0.208177656913438 0.159 0.262 1
MTHFD1L 3.17861776874929e-05 -0.205068929052845 0.17 0.281 1
MFSD14C 3.26836766290811e-05 0.189460737412562 0.176 0.326 1
PLEKHA6 3.64145938901218e-05 -0.190130756485241 0.187 0.297 1
ZNF385D 3.77315766088319e-05 -0.338160834752345 0.224 0.292 1
BEX3 4.15339714927967e-05 0.518872030897788 0.276 0.3 1
RPL28 4.20286258688027e-05 0.704763814933335 0.243 0.296 1
SRRM4 4.50843588278976e-05 -0.255705388220344 0.259 0.333 1
SCAMP5 4.60979859298261e-05 -0.16829286824744 0.243 0.353 1
SCN1A 4.70207350354142e-05 -0.249104632886135 0.248 0.332 1
HMGN3 4.84099804670448e-05 0.712374772709943 0.245 0.298 1
SLC12A5 5.01739030985807e-05 -0.4188314060257 0.173 0.27 1
LINC01122 5.028487018119e-05 -0.257586593828804 0.18 0.255 1
SCN3A 5.40005757474509e-05 -0.23513775642512 0.209 0.293 1
ARID4A 5.41095025047314e-05 -0.151738804750734 0.147 0.263 1
CACNA2D3 5.50712388336989e-05 -0.19478649690032 0.305 0.387 1
CLSTN2 5.59369720536384e-05 -0.384890053715768 0.226 0.294 1
LHFPL6 6.04143820673859e-05 -0.186869455067026 0.261 0.35 1
NUDT3 6.20527078525372e-05 -0.169531910704635 0.171 0.285 1
DMTF1 6.84421388130376e-05 0.201919537459918 0.162 0.31 1
COPA 7.33373546777873e-05 0.155496426149561 0.198 0.345 1
FRMPD4 7.44603495516574e-05 -0.165806517596217 0.342 0.424 1
BIN1 7.70625680625635e-05 0.814154710557721 0.238 0.298 1
POLR2F 8.07063333419308e-05 0.502275229345511 0.281 0.325 1
TULP4 8.33593732857891e-05 0.172417099607154 0.23 0.379 1
AGPAT4 8.90882655446703e-05 0.743290137949369 0.326 0.387 1
FOXJ3 9.55375780545104e-05 0.153139206053606 0.227 0.371 1
TUBA1B 0.000100326067947613 -0.385967457979719 0.335 0.428 1
GPRC5B 0.000128118330038882 0.826014316650853 0.235 0.282 1
MFHAS1 0.00015938403761552 -0.164259922382127 0.149 0.256 1
ZMAT4 0.000159392727304011 -0.220852754435366 0.215 0.274 1
GPBP1 0.00017033518477331 0.196881124247544 0.232 0.391 1
VSNL1 0.000182172464384116 -0.153710783233677 0.311 0.395 1
SPOCK3 0.000183844838482761 0.268378852681445 0.479 0.458 1
PAN3 0.000188727285623819 0.158270405371792 0.29 0.436 1
IFT88 0.00019393487847146 0.168034678242386 0.134 0.263 1
FAM189A1 0.000205702526653283 -0.170704054785991 0.209 0.282 1
SH3GL2 0.000207330190598427 -0.230739826537839 0.228 0.304 1
ASXL2 0.000221669251577025 0.154687724217027 0.131 0.253 1
YWHAQ 0.000227193861271436 0.153400440652039 0.175 0.316 1
TTLL7 0.00023511051345566 0.385679145699293 0.507 0.533 1
DOCK5 0.000252868514947621 0.448261013827228 0.281 0.27 1
CDH8 0.000257735195939543 -0.228571978323949 0.226 0.302 1
TENT2 0.000270920634993002 0.174667228714005 0.254 0.401 1
MEIS2 0.000272916433623703 -0.194572955706689 0.2 0.272 1
SNRPN 0.000279907434882741 -0.155667075372442 0.341 0.416 1
SHTN1 0.000295504861387046 0.416292593469894 0.429 0.469 1
SEPTIN7 0.000330779994707077 0.425463636119488 0.63 0.678 1
ELMO1 0.000340506754154716 0.247555181480256 0.52 0.531 1
MCTP1 0.000342184553381265 -0.225938409094983 0.233 0.312 1
OLFM3 0.000342374938232248 -0.378993999561307 0.22 0.275 1
LCORL 0.000379940992780011 0.151092310421435 0.168 0.294 1
PDE8A 0.000391224193561694 0.429313568630269 0.432 0.491 1
RBM25 0.000427279111669264 0.164680575105051 0.204 0.342 1
SRSF5 0.000491774721021639 0.718557639367513 0.255 0.326 1
CNTNAP4 0.000509983121922599 0.364558576289902 0.402 0.401 1
ELF2 0.000540762239917476 0.154284553468609 0.247 0.396 1
PLCL1 0.000564618503693852 0.278945481459752 0.48 0.486 1
KCNB2 0.000567126916776424 -0.176212764203584 0.213 0.284 1
ASIC2 0.000589399655556298 -0.251043356617957 0.267 0.332 1
AGO2 0.00061085080123014 0.180656629635636 0.167 0.31 1
RELCH 0.000624542762909623 0.193581623896276 0.211 0.347 1
OAZ1 0.000684712134380354 0.510230170109702 0.263 0.297 1
IQCK 0.000690676235493664 0.745163982165374 0.195 0.251 1
KIAA1217 0.000717535356313776 -0.294867757759238 0.219 0.29 1
RNF144A 0.00074232174969821 0.626453127025759 0.332 0.392 1
NECAB1 0.000760545947433989 -0.154116502086906 0.271 0.352 1
LINC00599 0.000807591366032227 0.520971485173593 0.222 0.257 1
CABP1 0.000814286649019185 -0.277654597326424 0.205 0.279 1
KIF2A 0.000901020099586364 0.15259527935226 0.198 0.336 1
VPS35L 0.000925594205732742 0.158484338061163 0.225 0.369 1
GPATCH8 0.00100980923969063 0.166320626178834 0.384 0.521 1
BCL11A 0.00105984099106902 -0.241656709019937 0.201 0.27 1
GRID2 0.00111018309090948 -0.364374079412542 0.38 0.436 1
PPP6R3 0.00124651391281946 0.204671718934522 0.333 0.478 1
OGDH 0.00139822389810824 0.168340880063082 0.151 0.277 1
CASC15 0.00143677219387654 -0.209240898290159 0.177 0.262 1
DDX5 0.00149447547749348 0.570835793423655 0.351 0.421 1
FRYL 0.00150476759749267 0.506412327691436 0.455 0.532 1
NTM 0.00158522181468973 -0.254724795916364 0.649 0.698 1
SEC62 0.00166724147273724 0.636144899250016 0.268 0.331 1
ADD1 0.00171686603891182 0.227185017258239 0.32 0.477 1
DAAM2 0.00179584070814982 0.549041346421959 0.26 0.277 1
UVRAG 0.00181721025257563 0.162470740283935 0.3 0.441 1
TAF15 0.00192576239791088 0.254150718986971 0.254 0.395 1
TIMP2 0.00207501772555269 0.174880714995837 0.162 0.276 1
NCOA7 0.00208691802164857 0.21283187248175 0.254 0.386 1
PTPRT 0.00217749605981941 -0.242186462184453 0.262 0.312 1
UBA6 0.00229709682798186 0.237343156420275 0.157 0.28 1
PABPC1 0.00238804740875288 0.559447073921165 0.23 0.287 1
SGK1 0.00244785763879401 0.514847921148084 0.354 0.392 1
DYNC1I2 0.00245945100173622 0.204360582045067 0.19 0.324 1
ZNF706 0.00258480198498056 0.215034166938428 0.156 0.279 1
ANAPC10 0.00279938195457787 0.17460425007935 0.151 0.261 1
RALGAPB 0.00290830945437531 0.207578738550229 0.153 0.282 1
CLMN 0.0030353140336478 0.551963908744844 0.23 0.255 1
KCNQ2 0.00315123386867094 -0.210376819941203 0.176 0.265 1
GRM3 0.00331010469222299 -0.162305098008011 0.434 0.501 1
GAP43 0.00339647785048921 -0.175051572277183 0.202 0.272 1
LUC7L3 0.003456296377996 0.228558217206441 0.268 0.407 1
AK5 0.00345814561852549 0.431415878825964 0.461 0.497 1
TTLL5 0.00362905956001898 0.214196719784942 0.196 0.324 1
EP400 0.00364496408213905 0.272095581344227 0.139 0.262 1
AL008633.1 0.00383647617566486 -0.192611587371757 0.224 0.282 1
RPL37A 0.00385093895847714 0.609580460387931 0.231 0.295 1
MBTD1 0.00391640778133223 0.196770325056851 0.145 0.266 1
SOX2-OT 0.00403797431389454 0.283616405096103 0.449 0.482 1
FNIP1 0.00424728960664489 0.188379156405708 0.331 0.473 1
NFASC 0.00430029580720483 0.165074634558875 0.323 0.451 1
CDH13 0.00433695048654039 -0.318196713817966 0.223 0.268 1
MTREX 0.00435480397973213 0.274941642687426 0.135 0.26 1
SV2B 0.0043700558711918 -0.284466075337029 0.233 0.272 1
TTLL11 0.00447793754458967 0.175707612300348 0.208 0.327 1
TOGARAM1 0.00459152184908168 0.164327696846569 0.176 0.298 1
PARN 0.00485339777445398 0.180152863584184 0.158 0.277 1
CCDC66 0.00501953401320145 0.692557670422177 0.188 0.251 1
NR1D2 0.00520262480394468 0.188386329149479 0.16 0.28 1
MACO1 0.00521992556556008 0.198258221080137 0.158 0.273 1
RPS28 0.00532585861469107 0.551881606620399 0.22 0.267 1
IBTK 0.00555660890040221 0.253681200597061 0.19 0.317 1
RAP1A 0.00596861143004129 0.162882610150816 0.206 0.334 1
MEGF9 0.00608199192068649 0.237054903830406 0.216 0.348 1
TPD52 0.00611531834220537 0.173178214831596 0.181 0.296 1
ERBIN 0.00627277994148164 0.515264923029694 0.422 0.508 1
PTPRK 0.00640531985296099 0.266739931507724 0.472 0.473 1
PIBF1 0.00653052924040547 0.217629643976588 0.235 0.364 1
CCDC88A 0.00719040993655279 0.195073515863981 0.461 0.588 1
PER3 0.00723273143025326 0.175308520211146 0.174 0.292 1
ZBTB44 0.0072598517077752 0.200288497964783 0.165 0.287 1
MPRIP 0.00742902451070138 0.225545939572784 0.276 0.413 1
UBR2 0.00743288939299181 0.20076258561105 0.279 0.412 1
NPAS3 0.0074862120797444 -0.374673074351911 0.648 0.681 1
ANKRD10 0.00757528137708173 0.202690707700903 0.144 0.258 1
NSMAF 0.0078780545364508 0.191301764555527 0.139 0.251 1
MTX2 0.0079802003946122 0.258389465293621 0.191 0.315 1
MBOAT2 0.00836900623997262 0.228332702153005 0.278 0.404 1
GPBP1L1 0.0084615342429315 0.22379003473422 0.158 0.283 1
MDM4 0.00852361156570815 0.18708522251145 0.177 0.309 1
AL139260.1 0.00864742156391668 0.163637481266885 0.199 0.314 1
CAPZA1 0.00884434528725364 0.152831302476679 0.152 0.268 1
GABPB1-AS1 0.00897439087755934 0.652810533335639 0.246 0.323 1
RNF130 0.00920558967453583 0.236563686564684 0.36 0.506 1
CREB5 0.00934459431305354 0.426716196492661 0.275 0.3 1
CLASP2 0.00974754585774703 0.283637030558021 0.705 0.733 1
PCMT1 0.00984345614888534 0.202365984282403 0.149 0.269 1
CD47 0.0101129973570538 0.199876376939106 0.286 0.405 1
MARCH7 0.0105628117703451 0.183891933000186 0.172 0.285 1
MOB3B 0.0106920282878081 0.563954955278629 0.288 0.346 1
ZNF518A 0.0113010666332807 0.272960362900392 0.227 0.365 1
KCNMB4 0.0124673780045413 0.687272915111527 0.235 0.281 1
PTK2 0.012471880275134 0.169584195230473 0.571 0.677 1
DCC 0.0126189859303509 -0.218338437012118 0.214 0.261 1
ANKRD28 0.0130158135184776 0.257049914142969 0.267 0.397 1
HIBCH 0.0134151358916203 0.305169226371685 0.233 0.373 1
PITPNB 0.0135151710706441 0.163949040780543 0.153 0.265 1
CTNNA1 0.0137138174455574 0.234245528241864 0.171 0.289 1
SECISBP2L 0.0138420347837093 0.261378189031502 0.291 0.441 1
ATM 0.0140168840251219 0.203095511600602 0.178 0.308 1
VMP1 0.0141376402449472 0.222742304120207 0.228 0.354 1
CAPZA2 0.014533064868419 0.153585061230588 0.153 0.268 1
HSD17B4 0.0145645314156147 0.806631463615581 0.224 0.313 1
NOL10 0.0146102129825978 0.18908178208101 0.151 0.26 1
SF1 0.0147225311038551 0.307451403928118 0.2 0.34 1
MTF2 0.0150299550462129 0.308534770758696 0.144 0.256 1
WDR20 0.0153207622392149 0.352791763671575 0.173 0.307 1
SLC27A1 0.0154043388699866 0.228248434772048 0.14 0.254 1
RAB3GAP1 0.015581769290048 0.19943006696367 0.252 0.376 1
JPX 0.0157834361474084 0.267786012959464 0.306 0.449 1
KLHL3 0.0158568172490301 0.267019757194485 0.153 0.261 1
PXK 0.0158971553381177 0.426524138918979 0.304 0.379 1
NPC1 0.0164260228576028 0.633139040528968 0.191 0.25 1
ZNF37A 0.0168341706720259 0.22155384852675 0.144 0.258 1
NAPEPLD 0.0168591144601557 0.670695316275591 0.23 0.3 1
NRG1 0.0169439498625414 -0.293798805939187 0.227 0.268 1
GALK2 0.0176167907902363 0.219463715591717 0.153 0.265 1
SMURF1 0.018097882085922 0.193040405359925 0.252 0.374 1
SPOCK1 0.0189619020781685 0.335001918941694 0.538 0.561 1
TARSL2 0.0190296519213577 0.222911826079881 0.145 0.255 1
ZC3H14 0.0191575504715307 0.232618298012263 0.158 0.269 1
MAPKBP1 0.0191720383699456 0.168179833955609 0.148 0.254 1
FAM13B 0.0195656476998208 0.396760058526149 0.276 0.412 1
SLC22A15 0.0197541277845196 0.22286148513526 0.151 0.267 1
NR3C1 0.0202234290874096 0.241018275083453 0.304 0.427 1
ENAH 0.0203525594249387 0.223602822556322 0.243 0.365 1
MFN1 0.0205321611789817 0.280353177017416 0.142 0.252 1
GTDC1 0.0211204566946835 0.159445716231039 0.37 0.477 1
ZNF451 0.021274362455138 0.277842462535818 0.22 0.354 1
ELP2 0.0223338505774343 0.210947697141383 0.17 0.28 1
DNAJC1 0.0225758037469158 0.319570032673606 0.237 0.356 1
ZNF652 0.0230455134434785 0.244137017631886 0.2 0.33 1
ZFYVE16 0.0236093410370432 0.296512532305569 0.241 0.381 1
SNX1 0.0237473430416973 0.409887666258113 0.151 0.276 1
ZNF462 0.0246317248747712 0.186074795402922 0.171 0.266 1
RSRP1 0.0250880868642872 0.204866661822119 0.264 0.389 1
RETREG1 0.0257730712236667 0.213876924602366 0.267 0.378 1
AL645568.1 0.0260863229491429 0.179992441753619 0.162 0.268 1
MTUS1 0.0268216478437024 0.246348354973882 0.247 0.362 1
EXOC6B 0.0280132574809504 0.164147285287722 0.533 0.634 1
TTC14 0.028709384590264 0.220562800235852 0.213 0.335 1
UPF3A 0.0289254906671846 0.276029589122262 0.179 0.299 1
TMEM184B 0.0305326620013719 0.287800247029874 0.186 0.317 1
HIPK2 0.0307097064181888 0.157132254797371 0.277 0.405 1
NCKAP5 0.0321130493253264 0.237107807055364 0.391 0.399 1
LIN52 0.03241063481668 0.228496991349107 0.166 0.277 1
DICER1 0.032445240470671 0.297880072260262 0.289 0.435 1
ARGLU1 0.0336974019444069 0.203035149005531 0.23 0.347 1
HNRNPM 0.0338854169355451 0.323857750185147 0.153 0.274 1
BTBD7 0.0344516275099905 0.248043825101125 0.226 0.351 1
RIC1 0.0352372100087958 0.259431821284395 0.147 0.252 1
RAPH1 0.035444969015622 0.417466682560789 0.219 0.277 1
SPOCK2 0.0394427345776975 0.220432389482961 0.191 0.296 1
LUC7L2 0.0402640651319823 0.279195975732627 0.336 0.466 1
STMN1 0.0412678159598722 0.330232493302611 0.293 0.333 1
AC079781.5 0.0426773769041793 0.171464295926256 0.242 0.344 1
KAT2B 0.043569522986622 0.293280219948693 0.182 0.296 1
MYO1D 0.0440593786396588 0.406107790285927 0.308 0.354 1
MAP3K7 0.0468695392958615 0.391894909107405 0.158 0.281 1
PPP2R2A 0.0472409794961594 0.343152112290099 0.232 0.367 1
SORCS2 0.0478939815392236 0.258530558816523 0.179 0.281 1
DUBR 0.0482517131366503 0.34363110426711 0.166 0.279 1
ZNF536 0.0490715318504754 0.253131877648639 0.384 0.382 1
CAPN7 0.0509938891319201 0.266118861734077 0.151 0.26 1
NAV1 0.0552600855575412 0.309982815222842 0.32 0.45 1
EVA1C 0.0556413369437863 0.158601326495661 0.174 0.275 1
SRSF11 0.0592508377419031 0.49490316006049 0.338 0.424 1
COMMD1 0.0594650326511271 0.315589811548653 0.256 0.382 1
NRXN3 0.0623458917954074 -0.218557271724149 0.694 0.716 1
TAPT1-AS1 0.0625006279160882 0.156962761135661 0.249 0.354 1
PWWP3A 0.0634571628868351 0.344450035826688 0.156 0.27 1
DPYSL2 0.0637633486159824 0.351183464263571 0.553 0.634 1
SPG11 0.0639014209648979 0.285191193456339 0.203 0.324 1
DENND5A 0.0642912411625572 0.290341390772102 0.283 0.416 1
LAMP2 0.064356533090619 0.5531550619656 0.211 0.284 1
KIAA1324L 0.0649830186940066 0.375478978565578 0.192 0.312 1
AC005670.3 0.0651733913628774 0.225491307762368 0.188 0.3 1
PTPN13 0.0656486797305654 0.319718308491357 0.158 0.258 1
